TrialType,Top,Left,Right,EmptyFrame,SelectedFrame,Correct,Emotion,Gender,TrialLength,FixationLength,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_starttask.keys,key_resp_starttask.rt,GCBeginningFixationStartTime,GCBeginningFixationEndTime,key_resp_trial.keys,key_resp_trial.corr,GCFaceStartTime,GCPostFaceFixationStartTime,GCPostFaceFixationEndTime,key_resp_trial.rt,GCEndingFixationStartTime,GCEndingFixationEndTime,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,5,14.324651300004916,,,,,,,,,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,0,0,0,0,,,3.200009814463556e-06,15.007548300010967,None,0,15.258445400002529,18.07590270000219,19.07725329999812,,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/23M_FE_O.BMP,stimuli/23M_FE_O.BMP,stimuli/24M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,0,1,1,1,,,,,1,1,19.24659480000264,22.11129030000302,23.095782500007772,1.2464755999972112,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/19F_FE_O.BMP,stimuli/18F_FE_O.BMP,stimuli/19F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,0,2,2,2,,,,,2,1,23.126097900007153,26.128354900007253,27.113063900003908,0.984788200003095,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/17F_FE_O.BMP,stimuli/17F_FE_O.BMP,stimuli/16F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,0,3,3,3,,,,,1,1,27.14148840001144,30.132763000001432,31.13499380000576,1.1503636999987066,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/21M_FE_O.BMP,stimuli/21M_FE_O.BMP,stimuli/22M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,0,4,4,4,,,,,1,1,31.165263700007927,34.16746640000201,35.158174600001075,0.973771899996791,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/09F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/09F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,0,5,5,5,,,,,2,1,35.186985200009076,38.19421120001061,39.17788580000342,1.138542900007451,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/08F_FE_O.BMP,stimuli/13F_FE_O.BMP,stimuli/08F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,0,6,6,6,,,,,2,1,39.20479960000375,42.198311200001626,43.191115200010245,1.15175590000581,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/07F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/14F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,0,7,7,7,,,,,1,1,43.21506850000878,46.21817269999883,47.209393099998124,0.9764676000049803,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
Fear,stimuli/26M_FE_O.BMP,stimuli/26M_FE_O.BMP,stimuli/28M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,0,8,8,8,,,,,1,1,47.23821840000164,50.23389310001221,51.21912259999954,0.9662501999991946,,,sub021,002,2025_Jul_23_0912,HaririTask_Ver2,3.0.1,None,
