TrialType,Top,Left,Right,EmptyFrame,SelectedFrame,Correct,Emotion,Gender,TrialLength,FixationLength,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_starttask.keys,key_resp_starttask.rt,GCBeginningFixationStartTime,GCBeginningFixationEndTime,key_resp_trial.keys,key_resp_trial.corr,GCFaceStartTime,GCPostFaceFixationStartTime,GCPostFaceFixationEndTime,key_resp_trial.rt,GCEndingFixationStartTime,GCEndingFixationEndTime,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,5,11.867881799989846,,,,,,,,,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,0,0,0,0,,,1.7999991541728377e-06,15.005606399994576,None,0,15.26286170000094,18.06005020000157,19.05420719999529,,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/01F_AN_O.bmp,stimuli/19F_AN_O.BMP,stimuli/01F_AN_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,0,1,1,1,,,,,2,1,19.223490599993966,22.08958139999595,23.078410899994196,0.7158644000010099,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/02f_an_o.bmp,stimuli/18F_AN_O.BMP,stimuli/02f_an_o.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,0,2,2,2,,,,,2,1,23.103165399996215,26.100663000004715,27.094945299992105,0.8868261000025086,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/20M_AN_O.BMP,stimuli/34M_AN_O.BMP,stimuli/20M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Male,3,1,0,3,3,3,,,,,2,1,27.12783159999526,30.119059699994978,31.103104599998915,1.0672088999999687,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/03F_AN_O.bmp,stimuli/03F_AN_O.bmp,stimuli/17F_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Female,3,1,0,4,4,4,,,,,1,1,31.13206469999568,34.13561369999661,35.126599199997145,0.8191738999885274,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/21M_AN_O.BMP,stimuli/21M_AN_O.BMP,stimuli/33M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Male,3,1,0,5,5,5,,,,,1,1,35.159200499998406,38.15348749999248,39.14157940000587,0.7966262000118149,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/22M_AN_O.BMP,stimuli/32M_AN_O.BMP,stimuli/22M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Male,3,1,0,6,6,6,,,,,2,1,39.20945999999822,42.16987729999528,43.154692299998715,0.8112510000064503,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/23M_AN_O.BMP,stimuli/23M_AN_O.BMP,stimuli/31M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Male,3,1,0,7,7,7,,,,,1,1,43.18013459999929,46.17663410000387,47.17004470000393,0.7196028000034858,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/05F_AN_O.bmp,stimuli/05F_AN_O.bmp,stimuli/16F_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Female,3,1,0,8,8,8,,,,,1,1,47.19794699999329,50.20172250000178,51.1875696000061,0.5771165999904042,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/06F_AN_O.bmp,stimuli/15F_AN_O.BMP,stimuli/06F_AN_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,0,9,9,9,,,,,2,1,51.21525239999755,54.21244059999299,55.197294800003874,0.7637147000059485,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
Anger,stimuli/24M_AN_O.BMP,stimuli/24M_AN_O.BMP,stimuli/30M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Male,3,1,0,10,10,10,,,,,1,1,55.226373099998455,58.22431489999872,59.20664649999526,1.042411100002937,,,018,002,2025_Jul_11_0804,HaririTask_Ver1,3.0.1,None,
